date	label	text
 2020 Mar 25 22:47:35	1	RT @elisethoma5: You can read my article here if you're interested https://t.co/kVwLRLnLty
 2020 Mar 25 22:47:32	1	RT @elisethoma5: A couple of days ago I wrote a piece for @ASPI_org on how Chinese state-linked actors were using fringe outlet Global Rese…
 2020 Mar 25 22:44:15	2	Lord this ICPC paperwork is a biatch
 2020 Mar 25 22:29:45	2	@techdbaseengine Have sent to you data...figures....forfeitures....what u want......ICPC...EFCC....will be ready to… https://t.co/E5TPHEEBI7
 2020 Mar 25 22:28:16	1	"RT @fryan: Tweets from Chinese diplomats are just their ""personal views""' says Zhang Jiadong, professor at the Center for American Studies,…"
 2020 Mar 25 22:25:44	1	"RT @rachaelmoses: #COVID19 #Physiotherapists:
We have established the International COVID19 Physiotherapy Collaborative (ICPC) 

In &lt;24 hou…"
 2020 Mar 25 22:20:46	1	"RT @rachaelmoses: #COVID19 #Physiotherapists:
We have established the International COVID19 Physiotherapy Collaborative (ICPC) 

In &lt;24 hou…"
 2020 Mar 25 22:20:08	1	"RT @fryan: .@jonathanvswan: ""Where is the citizen journalist Chen Qiushi?...""

@AmbCuiTiankai: ""I have not heard of this person.""

Ambassad…"
 2020 Mar 25 22:09:58	0	RT @UdemeNG: Dear people of #EdoSouth @SenUrhoghide  has nominated 5 project worth N222.2M in the 2020 ZIP. Please follow up and monitor to…
 2020 Mar 25 21:59:39	0	RT @UdemeNG: Dear people of #EdoSouth @SenUrhoghide  has nominated 5 project worth N222.2M in the 2020 ZIP. Please follow up and monitor to…
 2020 Mar 25 21:52:30	0	RT @UdemeNG: Dear people of #RiversWest Sen. Betty Apia has nominated 4 projects worth N177.2 million in the #2020ZIP. Please follow up &amp; m…
 2020 Mar 25 21:43:06	1	"RT @rachaelmoses: #COVID19 #Physiotherapists:
We have established the International COVID19 Physiotherapy Collaborative (ICPC) 

In &lt;24 hou…"
 2020 Mar 25 21:41:58	0	@TrackaNG @ICPC_PE @IpinleOsun @osun247 @GboyegaOyetola @seunonigbinde @naijama @results4dev @macfound @OSIWA1… https://t.co/dUczgxak8p
 2020 Mar 25 21:32:14	2	RT @UdemeNG: Dear people of #EdoSouth @SenUrhoghide  has nominated 5 project worth N222.2M in the 2020 ZIP. Please follow up and monitor to…
 2020 Mar 25 21:11:46	0	"En mi clase de ICPC la doctora nos llena de casos clínicos.
Yo soy la representante de mi equipo. 
Abrí los 500 dri… https://t.co/PLRGMjlxTu"
 2020 Mar 25 20:58:08	2	RT @UdemeNG: Dear people of #EkitiSouth @SenatorAdedayo has nominated 3 project worth N160M in the 2020 ZIP. Please follow up and monitor t…
 2020 Mar 25 20:37:40	2	@Enjala1 @atiku Churches and mosques are ur concerns when houses seized by EFCC, ICPC are there without use...
 2020 Mar 25 20:33:24	0	@yahyashehu11 @TrackaNG @NigerStateNG @abusbello @ICPC_PE @GatesAfrica @macfound @seunonigbinde @OSIWA1 @mozystick… https://t.co/LNDYoYSlMj
 2020 Mar 25 20:32:07	0	@TrackaNG @ICPC_PE @IpinleOsun @osun247 @GboyegaOyetola @seunonigbinde @naijama @results4dev @macfound @OSIWA1… https://t.co/LfAIT1iAgf
 2020 Mar 25 20:05:33	0	RT @OObasogie: @cislacnigeria @officialEFCC @NGRSenate @CDDWestAfrica @partnersnigeria @YZYau @anticorruption @nassnigeria @vaclavprusa @au…
 2020 Mar 25 20:02:04	0	@cislacnigeria @officialEFCC @NGRSenate @CDDWestAfrica @partnersnigeria @YZYau @anticorruption @nassnigeria… https://t.co/aCf2hEuzpv
 2020 Mar 25 19:43:27	1	ypxx nopv cjcb icpc glwm ugtq ympk neql udzj iyxt ngof bikq tzvj smlq iwkk ixrn ptif exex ytwm ptpm znco cmsa gsnl… https://t.co/XyauEemkPL
 2020 Mar 25 19:40:49	1	RT @UdemeNG: Dear people of #EkitiSouth @SenatorAdedayo has nominated 3 project worth N160M in the 2020 ZIP. Please follow up and monitor t…
 2020 Mar 25 19:37:44	2	RT @UdemeNG: Dear people of #EdoNorth Sen. Francis Alimikhena has nominated 4 projects worth N222M in the 2020 ZIP. Please follow up and mo…
 2020 Mar 25 19:29:14	0	RT @UdemeNG: Dear people of #EkitiSouth @SenatorAdedayo has nominated 3 project worth N160M in the 2020 ZIP. Please follow up and monitor t…
 2020 Mar 25 19:27:29	1	"@EmperorSheriff @officialEFCC @ICPC_PE You've not seen sycophancy,
It has a ministry of its own in Abia."
 2020 Mar 25 19:13:12	0	"RT @rachaelmoses: #COVID19 #Physiotherapists:
We have established the International COVID19 Physiotherapy Collaborative (ICPC) 

In &lt;24 hou…"
 2020 Mar 25 19:08:00	2	@gleeddee @Yinkerthinker It's a big corruption and do you know some universities are now doing low key recruitment… https://t.co/96MHueRENF
 2020 Mar 25 19:01:21	0	If @officialEFCC and @ICPC_PE are functioning, then this shouldn't be happening. https://t.co/GmgEQylHAe
 2020 Mar 25 18:58:26	0	RT @UdemeNG: Dear people of #EdoNorth Sen. Francis Alimikhena has nominated 4 projects worth N222M in the 2020 ZIP. Please follow up and mo…
 2020 Mar 25 18:57:03	0	@UdemeNG @ICPC_PE @ptcij @PremiumTimesng @UNDP @ppmonitorNG @value_4_money @NigeriaInfoAbj N 190 Million  for trainings alone?? smh
 2020 Mar 25 18:55:46	0	ICPC埋めやめ時を失い生活崩壊...
 2020 Mar 25 18:52:31	0	RT @UdemeNG: Dear people of #EkitiSouth @SenatorAdedayo has nominated 3 project worth N160M in the 2020 ZIP. Please follow up and monitor t…
 2020 Mar 25 18:51:23	0	Alleged forgery: Court Orders ICPC to Review Obono-Obla’s Bail Conditions https://t.co/rNmdCtaHCs
 2020 Mar 25 18:50:39	0	RT @UdemeNG: Dear people of #EkitiNorth @SenAdetunmbi has nominated 3 project worth N222M in the 2020 ZIP.Please follow up and monitor to e…
 2020 Mar 25 18:45:27	0	RT @UdemeNG: Dear people of #EdoNorth Sen. Francis Alimikhena has nominated 4 projects worth N222M in the 2020 ZIP. Please follow up and mo…
 2020 Mar 25 18:43:57	1	Dear people of #EdoNorth Sen. Francis Alimikhena has nominated 4 projects worth N222M in the 2020 ZIP. Please follo… https://t.co/gToiAXCHFn
 2020 Mar 25 18:43:36	2	RT @UdemeNG: Dear people of #EkitiSouth @SenatorAdedayo has nominated 3 project worth N160M in the 2020 ZIP. Please follow up and monitor t…
 2020 Mar 25 18:43:13	2	RT @UdemeNG: Dear people of #EkitiSouth @SenatorAdedayo has nominated 3 project worth N160M in the 2020 ZIP. Please follow up and monitor t…
 2020 Mar 25 18:40:56	2	Dear people of #EkitiSouth @SenatorAdedayo has nominated 3 project worth N160M in the 2020 ZIP. Please follow up an… https://t.co/nfElAPxnHg
 2020 Mar 25 18:38:39	2	Dear people of #EkitiNorth @SenAdetunmbi has nominated 3 project worth N222M in the 2020 ZIP.Please follow up and m… https://t.co/LdDYRvnZVt
 2020 Mar 25 18:11:15	2	RT @UdemeNG: Dear people of #EdoSouth @SenUrhoghide  has nominated 5 project worth N222.2M in the 2020 ZIP. Please follow up and monitor to…
 2020 Mar 25 18:07:27	1	AOJ-ICPCちょっと埋めたら寝るか…
 2020 Mar 25 18:05:47	0	RT @TheNationNews: Alleged forgery: Court orders ICPC to review Obono-Obla’s bail conditions https://t.co/ob551eVdOt
 2020 Mar 25 17:44:03	2	RT @TheNationNews: Alleged forgery: Court orders ICPC to review Obono-Obla’s bail conditions https://t.co/ob551eVdOt
 2020 Mar 25 17:38:49	2	RT @TheNationNews: Alleged forgery: Court orders ICPC to review Obono-Obla’s bail conditions https://t.co/ob551eVdOt
 2020 Mar 25 17:32:41	1	Alleged forgery: Court orders ICPC to review Obono-Obla’s bail conditions https://t.co/ob551eVdOt
 2020 Mar 25 17:30:26	1	Alleged Forgery: Court Orders ICPC To Vary Obono-Obla’s Bail Conditions https://t.co/jVWrHVoE3B via @Nigerialawyers
 2020 Mar 25 17:28:48	2	RT @DavidEboh5: How did and could coronavirus enter Aso Rock? Where are the Police, Military, Custom, Immigration, EFCC, ICPC, SARS, etc? O…
 2020 Mar 25 17:07:09	1	RT @UdemeNG: Dear people of #EdoSouth @SenUrhoghide  has nominated 5 project worth N222.2M in the 2020 ZIP. Please follow up and monitor to…
 2020 Mar 25 17:04:14	1	"Bravo, ICPC!
It is good to see you making a difference!! https://t.co/TSOYS2275f"
 2020 Mar 25 16:57:40	1	@UdemeNG @SenUrhoghide @ICPC_PE @ptcij @PremiumTimesng @ppmonitorNG @UNDP @value_4_money @NigeriaInfoAbj Pls what a… https://t.co/AvUPxGOsia
 2020 Mar 25 16:40:45	2	RT @thesunnigeria: Alleged forgery: Court orders ICPC to vary Obono-Obla's bail conditions - https://t.co/W4BRb9DHoe https://t.co/m0mWDpJtgd
 2020 Mar 25 16:40:40	1	RT @TransparencITng: The ICPC Reps revealed to the participants that the agency has a whistleblowing App called 'Wahala Dey' on Android &amp; I…
 2020 Mar 25 16:39:44	1	RT @TransparencITng: The ICPC Reps revealed to the participants that the agency has a whistleblowing App called 'Wahala Dey' on Android &amp; I…
 2020 Mar 25 16:33:04	1	@TrackaNG @ICPC_PE @IpinleOsun @osun247 @GboyegaOyetola @seunonigbinde @naijama @results4dev @macfound @OSIWA1… https://t.co/niAhaJM6WM
 2020 Mar 25 16:26:55	0	Alleged forgery: Court orders ICPC to vary Obono-Obla's bail conditions - https://t.co/W4BRb9DHoe https://t.co/m0mWDpJtgd
 2020 Mar 25 16:15:12	0	"RT @rachaelmoses: #COVID19 #Physiotherapists:
We have established the International COVID19 Physiotherapy Collaborative (ICPC) 

In &lt;24 hou…"
 2020 Mar 25 15:55:19	0	RT @minaewah: ...is to spend the next five years in jail. This was the outcome of the judgement of the Adamawa State High Court, presided o…
 2020 Mar 25 15:54:41	2	RT @ScoreNigeria1: #Corruption #npfl20 clubs warned against assisting #EFCC on investigation of @LMCNPFL  https://t.co/s9rgCQUUyN #Nigeria…
 2020 Mar 25 15:46:26	2	Wey en mi equipo de ICPC somos tan abuelas que no sabemos poner audio a las diapositivas por más videos que veamos.… https://t.co/qixfzBU51h
date	label	text
 2020 Mar 26 02:36:52	2	"Now on https://t.co/0J2UdYHyh5

Court orders ICPC to review Obono-Obla’s bail conditions"
 2020 Mar 26 02:36:00	1	#CyberDigest | The logic behind Russian military cyber operations | https://t.co/NBpVMAzz4b
 2020 Mar 26 02:35:44	1	BREAKING: We’ve asked Pres. Buhari to urgently instruct EFCC &amp; ICPC to jointly track &amp; monitor spending by federal… https://t.co/q54Guq4JZL
 2020 Mar 26 02:26:09	0	RT @ChidiOdinkalu: I don't know, @HouseNGR, what other facilities did u consider? I won't necessarily rule out anything depending on scale…
 2020 Mar 26 02:25:00	1	#CyberDigest | 100,000 cameras: Moscow uses facial recognition to enforce quarantine | @samwball | https://t.co/sBJU6kBpU2
 2020 Mar 26 02:22:55	2	@icpc_ Te quiero en mi vida jaajajajajaja por fi😍💫
 2020 Mar 26 02:21:32	1	AOJ-ICPCの難易度250を埋めた https://t.co/licrIZozTs
 2020 Mar 26 02:19:36	2	Court orders ICPC to review Obono-Obla’s bail conditions https://t.co/1aNyB99pLC
 2020 Mar 26 02:16:51	1	La cuarentena 🙇🏻‍♀️ https://t.co/GNYwtSFqS7
 2020 Mar 26 02:16:00	1	#CyberDigest | Paris Hospitals Target of Failed Cyber-Attack, Authority Says | https://t.co/npl4lPHVEN
 2020 Mar 26 02:05:00	1	#CyberDigest | Faked Coronavirus Fever Detection, Athena Used Hikvision | John Honovich @CharlesRollet1 | https://t.co/lPBIfCzqaq
