date	label	text
 2020 Apr 02 23:37:22	2	"RT @nct_fanclub: [127 JPN] ＜Arena Tour ‘NEO CITY : JAPAN - The Origin’＞想い出の写真対決／大阪編 (1/3)

https://t.co/fHeg8d7wrr"
 2020 Apr 02 23:37:22	1	@MistyBabyBye Bkit dw sa japan south korea walang reklamo sagot 😂
 2020 Apr 02 23:37:22	2	Sex workers with virus in Tokyo red light district 'could've infected hundreds' https://t.co/RVW8WCQNso
 2020 Apr 02 23:37:22	2	"RT @rightstufanime: Today in 1997, Revolutionary Girl Utena premiered in Japan! 

Shop Utena here: https://t.co/2Fh2W3SGnr 

#Utena #happya…"
 2020 Apr 02 23:37:21	2	RT @destroypornhub: We've seen Nth Room scandals happen in SK, Japan, China, Italy, the West... it's everywhere and massive numbers of men…
 2020 Apr 02 23:37:21	1	"Do you know what we hate? 

Studying Japanese/living in Japan for two years and still only being able to read aroun… https://t.co/AdEtjZInzt"
 2020 Apr 02 23:37:20	2	"RT @pledis_17jp: [#SEVENTEEN JAPAN NEWS]
[Choreography Video]SEVENTEEN - 舞い落ちる花びら (Fallin' Flower)
#舞い落ちる花びら #Fallin_Flower #20200401
https…"
 2020 Apr 02 23:37:20	2	"RT @juntaba1: The reason why there are few deaths due to COVID -19 in Japan. 
Masks are also in short supply here. 
However, many Japanese…"
 2020 Apr 02 23:37:19	1	"RT @Narodovlastiye: トランプ大統領お気に入りのFOXニュースにすらバカにされる「アベノマスク」の恥。

Coronavirus measure in Japan of 2 masks per home taken as April Fool's joke,…"
 2020 Apr 02 23:37:18	1	RT @Narodovlastiye: 安倍政権の「一世帯2マスク配給」方針が案の定海外デビュー。これは「アベノミクスからアベノマスクへ」と題するアメリカ大手経済紙ブルームバーグの記事。布マスクは「いかなる場合でも推奨しない」というWHOの見解も交えつつ紹介。もう恥ずかしすぎる…
 2020 Apr 02 23:37:18	1	RT @katsuyatakasu: 「死について話をしておいて」　新型コロナウイルスで英医師たち | 2020/3/31 - BBC NEWS JAPAN https://t.co/TwkPoHc6Bd
 2020 Apr 02 23:37:18	2	RT @KazukiSUGIURA: Zoom使うな、どうしても使わなきゃいけない時はブラウザでやれ、デスクトップアプリはWindows・Mac問わず絶対入れるな、入れてたらアンインストールしろ、という指令が本日全社員に出されました https://t.co/QhgN2llGVk
 2020 Apr 02 23:37:18	2	"稲葉浩志(B'Z) session with 桜井和寿(Mr. Children)！！！！

 「祈り」 ／King Gnu feat. 川上洋平(&lt;Alexandros&gt;)！！！

 「AFTER DESPAIR」 ／YOSHI… https://t.co/U0UdE4LFbQ"
 2020 Apr 02 23:37:18	1	"RT @Only__TEe: [31.01.20] …TAeTEe…
🇯🇵 “JAPAN EXPO THAILAND 2020” ครั้งที่ 6 @ Culture Stage, Centralworld 
.
~ ดี๊ดี ~
.
#TEeThanapon #TaeD…"
 2020 Apr 02 23:37:17	1	RT @Billboard_JAPAN: WONK、新曲「HEROISM」配信リリース＆香取慎吾と地上波共演へ https://t.co/IJR9Hd92Vi https://t.co/Nmv8FWZt1h
 2020 Apr 02 23:37:17	1	"RT @hiroshimilano: アベノマスクは全世界の笑いのネタに。
https://t.co/cqYKE0jWmd"
 2020 Apr 02 23:37:16	2	"RT @GOP: 🚨HAPPENING TONIGHT🚨
 
Don’t miss the launch of #CatholicsForTrump at 7:30pm ET!
https://t.co/xJGrYfasuR"
 2020 Apr 02 23:37:16	2	@tfal_japan ずっと欲しいと思いつつまだ買えずにいます🥺‼️参加させていただきます🥺💓
date	label	text
 2020 Apr 02 23:37:59	1	"RT @TWICE_GLOBAL: [VID] 200401 ONCE Japan 3rd Anniversary Special Video - Jihyo

#TWICE #트와이스 
@JYPETWICE https://t.co/Sa2HubhglC"
 2020 Apr 02 23:37:59	1	"A renowned Japanese top-tier company is now producing masks.👏🏻
Right now, Japan has a shortage of masks.😨
First of… https://t.co/qmnBNwOdJ7"
 2020 Apr 02 23:37:59	2	RT @retrocrush_tv: Happy Anniversary Trigun!  22 years, &amp; still holds up strong! Trigun premiered on this day, April 1st, 1998. Althought i…
 2020 Apr 02 23:37:58	1	"RT @rightstufanime: Today in 1997, Revolutionary Girl Utena premiered in Japan! 

Shop Utena here: https://t.co/2Fh2W3SGnr 

#Utena #happya…"
 2020 Apr 02 23:37:58	1	"RT @yoshidakoichiro: やめて下さい。

KDDIとソフトバンク、5Gの合弁会社「5G JAPAN」設立　基地局の整備と相互利用を推進　2020.4.1　ITmedia
https://t.co/bOT3achn2o"
 2020 Apr 02 23:37:57	1	RT @EIegantJapan: The Weeping Stones in Okayama, Japan https://t.co/ricXhyzgOI
 2020 Apr 02 23:37:57	1	京都市の感染者速報は、京都府よりも遅く、23時くらいにしか出ないことが経験的にわかりました。対応リソースが枯渇しているのか、意図的にニュースになりにくい深夜に出しているのか・・・。https://t.co/Mfkj4xLAXK
 2020 Apr 02 23:37:56	1	Check out My Hero Academia Heroes Battle Rush / 1 Card HBR 1-005 Toogata Mirio XR Japan FS  https://t.co/Ce2WmUkzGO via eBay
 2020 Apr 02 23:37:56	2	RT @KazukiSUGIURA: Zoom使うな、どうしても使わなきゃいけない時はブラウザでやれ、デスクトップアプリはWindows・Mac問わず絶対入れるな、入れてたらアンインストールしろ、という指令が本日全社員に出されました https://t.co/QhgN2llGVk
 2020 Apr 02 23:37:55	1	"RT @TWICE_GLOBAL: [VID] 200402 ONCE Japan 3rd Anniversary Special Video - Dahyun

#TWICE #트와이스 
@JYPETWICE https://t.co/oOArIdY2Nj"
 2020 Apr 02 23:37:55	1	"RT @NCT_OFFICIAL_JP: ＜NCTzen 127-JAPAN NEWS＞
アリーナツアー #NEOCITYinJAPAN で各地をまわったメンバーたちが『想い出の写真対決』に挑戦！

第1弾は大阪でのドヨンとユウタの対決の模様をお届けします♪

▼ログイン後、「…"
 2020 Apr 02 23:37:55	2	RT @KazukiSUGIURA: Zoom使うな、どうしても使わなきゃいけない時はブラウザでやれ、デスクトップアプリはWindows・Mac問わず絶対入れるな、入れてたらアンインストールしろ、という指令が本日全社員に出されました https://t.co/QhgN2llGVk
 2020 Apr 02 23:37:54	1	RT @katsuyatakasu: 「死について話をしておいて」　新型コロナウイルスで英医師たち | 2020/3/31 - BBC NEWS JAPAN https://t.co/TwkPoHc6Bd
 2020 Apr 02 23:37:54	0	📔 【衆院本会議】国家戦略特区改正法「真の地方創生の実現に向けた充実した審議がなされることを期待する」と松平議員 【立憲民主党】 https://t.co/TRInqH8wFX #北陸信越ブロック
 2020 Apr 02 23:37:54	2	RT @ReutersJapan: 三菱自、全ての国内工場を一時停止 新型コロナの影響で https://t.co/IdIokOj5t8
 2020 Apr 02 23:37:54	1	"April 3... Naa na napud unta ko sa Japan karon 🇯🇵😐

tbt nalang🙃🗾 https://t.co/150M8XznSG"
 2020 Apr 02 23:37:53	1	なるほど。「政治家が、自分の国のコロナ対策が何なのかわかっていないような状況では、支援策が重点領域に届くはずがない」→  「日本モデル」に踏み込んだ専門家会議「分析・提言」 https://t.co/lEsiBm08K9 @agora_japanより
 2020 Apr 02 23:37:53	2	"RT @177x77: https://t.co/uEu7U19lNm

참고하시기를"
 2020 Apr 02 23:37:53	1	"RT @hoshgyu: 🌺GIVEAWAY TIME🌺

🥀SEVENTEEN 2ND JAPAN ALBUM - Fallin' Flower 

🥀rules:

🍁 like &amp; rt this tweet 
🍁 must be following 
🍁reply wi…"
 2020 Apr 02 23:37:53	1	RT @estheticful: If Japan isn’t the paradise, idk what is. https://t.co/hrkWwipsjN
 2020 Apr 02 23:37:53	1	RT @jt_mag_os: Japan Twitter reacts to Abe’s plan to distribute “2 masks per household” https://t.co/m8yHipjtv7
 2020 Apr 02 23:37:53	2	"RT @Narodovlastiye: トランプ大統領お気に入りのFOXニュースにすらバカにされる「アベノマスク」の恥。

Coronavirus measure in Japan of 2 masks per home taken as April Fool's joke,…"
 2020 Apr 02 23:37:52	2	"RT @btsworldwider: Top Countries with the most BTS songs charting on Spotify:

1. 🇻🇳Vietnam (27)🔥👑
2. 🇲🇾Malaysia (12)
3. 🇹🇭Thailand (6)
4.…"
 2020 Apr 02 23:37:52	2	"RT @btsworldwider: Top Countries with the most BTS songs charting on Spotify:

1. 🇻🇳Vietnam (27)🔥👑
2. 🇲🇾Malaysia (12)
3. 🇹🇭Thailand (6)
4.…"
 2020 Apr 02 23:37:52	2	"RT @hamartistmell: Kenshin mi guerrero samurai favorito 💜💜.
#hama #hamabeads #beads #kenshin #ruroinikenshin #elguerrerosamurai #anime #man…"
 2020 Apr 02 23:37:52	1	"RT @btsworldwider: Top Countries with the most BTS songs charting on Spotify:

1. 🇻🇳Vietnam (27)🔥👑
2. 🇲🇾Malaysia (12)
3. 🇹🇭Thailand (6)
4.…"
 2020 Apr 02 23:37:51	1	"RT @DrOlufunmilayo: And by the way,
The earliest clusters outside China was Japan, Thailand, South Korea

Today Japan has 1600 cases, 400 r…"
 2020 Apr 02 23:37:51	0	RT @mi_won17: HOLY CRAP!! THIS IS LIKE SOME FALLIN FLOWER HEAVEN!!! The promo really going strong in Japan!! This is Shibuya Scramble Inter…
date	label	text
 2020 Apr 02 23:38:07	2	"RT @BTS_jp_fanclub: [ japan fancafe ]
BTS | V
20.2.4 | Voice

🐯 How can I tell you about this feeling of... love. https://t.co/ziYwaCSipz"
 2020 Apr 02 23:38:06	1	"RT @AEON_JAPAN: ／
RTキャンペーン開催中
＼

⏰5/31(日)まで⏰
#かるすぽランドセル🎒
OR
15%OFF クーポンを当てよう

🎁応募方法🎁
1⃣@AEON_JAPANをフォロー
2⃣本ツイートをRT
3⃣結果がすぐ届く!!
#イオンチャレンジ

👇…"
 2020 Apr 02 23:38:06	1	"RT @btsworldwider: Top Countries with the most BTS songs charting on Spotify:

1. 🇻🇳Vietnam (27)🔥👑
2. 🇲🇾Malaysia (12)
3. 🇹🇭Thailand (6)
4.…"
 2020 Apr 02 23:38:06	1	RT @cnet_japan: Zoom、機能追加を90日間凍結--セキュリティ問題の解決に集中 https://t.co/ljEyt9H0hl
 2020 Apr 02 23:38:05	2	RT @yoppy_113: 東方神起 チャンミン、三日連続ティザー公開！男の色気あふれる姿にファン悶絶 @ THE FACT JAPAN https://t.co/ZGuwDKFywC
 2020 Apr 02 23:38:04	2	後日笑えればいいのだが、今回のコロナ危機は食料危機や戦争にも繋がる事であると考え、一刻も早く収束すべく政治が全力を傾ける時。他国と同様に積極的な財政政策を推進すべきだ。
 2020 Apr 02 23:38:04	2	NowBrowsing: 新型コロナウイルス感染症まとめ - Yahoo! JAPAN: https://t.co/Ksa5ynRVlw
 2020 Apr 02 23:38:04	2	RT @estheticful: Sunset in Japan 🇯🇵 https://t.co/tyNMjEwp76
 2020 Apr 02 23:38:03	2	"RT @TWICE_GLOBAL: [VID] 200328 ONCE Japan 3rd Anniversary Special Video - Momo

#TWICE #트와이스 
@JYPETWICE https://t.co/pjlnq956dg"
 2020 Apr 02 23:38:03	0	"RT @SenSanders: Number of people who have no health insurance:
 
🇰🇷South Korea: 0
🇨🇦Canada: 0
🇹🇼Taiwan: 0
🇯🇵Japan: 0
🇩🇪Germany: 0
🇸🇬Singapo…"
 2020 Apr 02 23:38:03	2	"RT @quitamarco: そうだよねえ、ネタにされるよねえ。ホント、何だろう、この感情、情ないとか恥ずかしいとかとも違う。超現実な虚構次元に嵌まり込んだような「糠に釘」感というか……
Two Masks, No Lockdown: Japan PM's Latest Co…"
 2020 Apr 02 23:38:01	1	RT @Chrisvb700: Camel cuddle 🙂🐪❣ https://t.co/zFGwR7PVGF
 2020 Apr 02 23:38:01	0	"RT @Bonjour4145: 日本の支援で台湾人12人がインド出国  外交部が謝意表明 | 政治 | 中央社フォーカス台湾 MOBILE

こういったニュースはマスメディアは全く流さない

日本政府やるじゃん😊

 https://t.co/6R4LXpW2VA"
 2020 Apr 02 23:38:01	2	@EIegantJapan @najwahasran There's too many thing I'm curious about Japan
 2020 Apr 02 23:38:01	2	"RT @juntaba1: The reason why there are few deaths due to COVID -19 in Japan. 
Masks are also in short supply here. 
However, many Japanese…"
 2020 Apr 02 23:38:01	2	RT @PalmerReport: Just how badly has Trump fucked up the U.S. coronavirus response? Japan has now banned Americans from entering the countr…
