date	label	text	url	text_url
Apr 04 2020	2	RT @bendur6: Hollywood is threatening a strike until Trump leaves office, does that mean no commercials,no talk showsno appearances at all?…	https://twitter.com/LotteryClubs/status/1246569532275245057	RT @bendur6: Hollywood is threatening a strike until Trump leaves office, does that mean no commercials,no talk showsno appearances at all?…  https://twitter.com/LotteryClubs/status/1246569532275245057
Apr 04 2020	2	"RT @Yamiche: This cannot be underscored enough. 

There is NO FDA approved treatment for coronavirus.

Yet, Pres Trump is saying he might t…"	https://twitter.com/ka0s002/status/1246569530207371275	"RT @Yamiche: This cannot be underscored enough. 

There is NO FDA approved treatment for coronavirus.

Yet, Pres Trump is saying he might t…  https://twitter.com/ka0s002/status/1246569530207371275"
Apr 04 2020	1	RT @gregpmiller: 2) HHS Sec Azar sought to brief Trump on Jan. 18, but Trump cut him off, lit into him about vaping issues before Azar coul…	https://twitter.com/mad_truthful/status/1246569529100177417	RT @gregpmiller: 2) HHS Sec Azar sought to brief Trump on Jan. 18, but Trump cut him off, lit into him about vaping issues before Azar coul…  https://twitter.com/mad_truthful/status/1246569529100177417
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/hockeyspaz62/status/1246569528596856834	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/hockeyspaz62/status/1246569528596856834"
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/mommamia00/status/1246569528596652032	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/mommamia00/status/1246569528596652032"
Apr 04 2020	2	"RT @Yamiche: This cannot be underscored enough. 

There is NO FDA approved treatment for coronavirus.

Yet, Pres Trump is saying he might t…"	https://twitter.com/Poppyphlox/status/1246569527120236544	"RT @Yamiche: This cannot be underscored enough. 

There is NO FDA approved treatment for coronavirus.

Yet, Pres Trump is saying he might t…  https://twitter.com/Poppyphlox/status/1246569527120236544"
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/AndyEggert1/status/1246569526910758918	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/AndyEggert1/status/1246569526910758918"
Apr 04 2020	0	"RT @El_Universal_Mx: El doctor Anthony Fauci, consejero del presidente Donald Trump durante la pandemia, dijo que ""el virus realmente puede…"	https://twitter.com/ricardomeibarra/status/1246569526290001921	"RT @El_Universal_Mx: El doctor Anthony Fauci, consejero del presidente Donald Trump durante la pandemia, dijo que ""el virus realmente puede…  https://twitter.com/ricardomeibarra/status/1246569526290001921"
Apr 04 2020	0	"RT @Yamiche: Capt Crozier, who was applauded by sailors Fri., warned that crew was at risk from virus. 

Trump said: ""I thought it looked t…"	https://twitter.com/martin_fff/status/1246569526273036289	"RT @Yamiche: Capt Crozier, who was applauded by sailors Fri., warned that crew was at risk from virus. 

Trump said: ""I thought it looked t…  https://twitter.com/martin_fff/status/1246569526273036289"
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/HogueJennings/status/1246569525291573248	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/HogueJennings/status/1246569525291573248"
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/LukesMimi1004/status/1246569522032590850	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/LukesMimi1004/status/1246569522032590850"
Apr 04 2020	0	Hmm...please take the poll about how you think trump is doing with the virus.  Thanks. https://t.co/u3J8ob4RXv	https://twitter.com/thomaskaine5/status/1246569521240059905	Hmm...please take the poll about how you think trump is doing with the virus.  Thanks. https://t.co/u3J8ob4RXv  https://twitter.com/thomaskaine5/status/1246569521240059905
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/ccross1984/status/1246569517519519744	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/ccross1984/status/1246569517519519744"
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/jimnfocus/status/1246569517515489281	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/jimnfocus/status/1246569517515489281"
Apr 04 2020	1	RT @davidpakmanshow: Trump Mental Health IMPLODING Over Virus https://t.co/NCnMftMtId via @YouTube https://t.co/xGOTJyQLnd	https://twitter.com/RexfelisLXIX/status/1246569514533347337	RT @davidpakmanshow: Trump Mental Health IMPLODING Over Virus https://t.co/NCnMftMtId via @YouTube https://t.co/xGOTJyQLnd  https://twitter.com/RexfelisLXIX/status/1246569514533347337
Apr 04 2020	1	"RT @hotchkiss_jon: @thedailybeast NEW VIDEO: 
We Just Revealed What Trump Was Doing While The Deadly Virus Silently Spread Across The US. (…"	https://twitter.com/dkrevelli/status/1246569514101362689	"RT @hotchkiss_jon: @thedailybeast NEW VIDEO: 
We Just Revealed What Trump Was Doing While The Deadly Virus Silently Spread Across The US. (…  https://twitter.com/dkrevelli/status/1246569514101362689"
Apr 04 2020	0	RT @Politidope: Washington State &amp; California are seeing success in containing the virus specifically because they disregarded Trump's igno…	https://twitter.com/Annettekpmd/status/1246569513853890567	RT @Politidope: Washington State &amp; California are seeing success in containing the virus specifically because they disregarded Trump's igno…  https://twitter.com/Annettekpmd/status/1246569513853890567
Apr 04 2020	2	"RT @Yamiche: Wow

Trump, who says he tested negative for virus twice, says he may start take hydroxychloroquine, anti-malaria drug he think…"	https://twitter.com/kcamponovo/status/1246569512973094912	"RT @Yamiche: Wow

Trump, who says he tested negative for virus twice, says he may start take hydroxychloroquine, anti-malaria drug he think…  https://twitter.com/kcamponovo/status/1246569512973094912"
Apr 04 2020	1	"RT @gregpmiller: A thread on our month-long investigation:

1) Trump team got clear warning Jan. 3 of outbreak in Wuhan; within days the vi…"	https://twitter.com/404Apathy/status/1246569511857180673	"RT @gregpmiller: A thread on our month-long investigation:

1) Trump team got clear warning Jan. 3 of outbreak in Wuhan; within days the vi…  https://twitter.com/404Apathy/status/1246569511857180673"
Apr 04 2020	2	"RT @Yamiche: Wow

Trump, who says he tested negative for virus twice, says he may start take hydroxychloroquine, anti-malaria drug he think…"	https://twitter.com/suzanne85220678/status/1246569511337238530	"RT @Yamiche: Wow

Trump, who says he tested negative for virus twice, says he may start take hydroxychloroquine, anti-malaria drug he think…  https://twitter.com/suzanne85220678/status/1246569511337238530"
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/DGardiner1/status/1246569509277687808	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/DGardiner1/status/1246569509277687808"
Apr 04 2020	0	"RT @AGWilliamBarr: 👇JUST NOW👇 

President Trump says he’s deploying 1,000 troops to New York City to assist in fighting the virus."	https://twitter.com/DJE2612319/status/1246569509156077569	"RT @AGWilliamBarr: 👇JUST NOW👇 

President Trump says he’s deploying 1,000 troops to New York City to assist in fighting the virus.  https://twitter.com/DJE2612319/status/1246569509156077569"
Apr 04 2020	2	RT @Yamiche: Can't underscore enough: Pres Trump said he might start taking hydroxychloroquine, the anti-malaria drug he keeps touting as a…	https://twitter.com/bunnyra61953170/status/1246569508883640320	RT @Yamiche: Can't underscore enough: Pres Trump said he might start taking hydroxychloroquine, the anti-malaria drug he keeps touting as a…  https://twitter.com/bunnyra61953170/status/1246569508883640320
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/alsaunders363/status/1246569507117764608	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/alsaunders363/status/1246569507117764608"
Apr 04 2020	0	@GlennKesslerWP Are you really cheerleading a virus killing people and shedding business down as a way to make Trump look bad?	https://twitter.com/ExpelledThrice/status/1246569506413121546	@GlennKesslerWP Are you really cheerleading a virus killing people and shedding business down as a way to make Trump look bad?  https://twitter.com/ExpelledThrice/status/1246569506413121546
Apr 04 2020	1	"RT @gregpmiller: A thread on our month-long investigation:

1) Trump team got clear warning Jan. 3 of outbreak in Wuhan; within days the vi…"	https://twitter.com/PDXfanatic/status/1246569506102636546	"RT @gregpmiller: A thread on our month-long investigation:

1) Trump team got clear warning Jan. 3 of outbreak in Wuhan; within days the vi…  https://twitter.com/PDXfanatic/status/1246569506102636546"
Apr 04 2020	1	President Donald Trump met by phone with many U.S. pro sports leaders Saturday to discuss how that industry has bee… https://t.co/d1swMlrgvH	https://twitter.com/NEWS1130/status/1246569503586168835	President Donald Trump met by phone with many U.S. pro sports leaders Saturday to discuss how that industry has bee… https://t.co/d1swMlrgvH  https://twitter.com/NEWS1130/status/1246569503586168835
Apr 04 2020	2	RT @bendur6: Hollywood is threatening a strike until Trump leaves office, does that mean no commercials,no talk showsno appearances at all?…	https://twitter.com/jeff_airoldi/status/1246569503514865665	RT @bendur6: Hollywood is threatening a strike until Trump leaves office, does that mean no commercials,no talk showsno appearances at all?…  https://twitter.com/jeff_airoldi/status/1246569503514865665
Apr 04 2020	1	RT @marklevinshow: 1. I want to thank President Trump &amp; VP Pence for their tireless efforts during this pandemic. While the Democrat leader…	https://twitter.com/caseybullock18/status/1246569499580444672	RT @marklevinshow: 1. I want to thank President Trump &amp; VP Pence for their tireless efforts during this pandemic. While the Democrat leader…  https://twitter.com/caseybullock18/status/1246569499580444672
Apr 04 2020	0	RT @dubsndoo: Bruce Heyman former US ambassador to Canada is on tv know blaming Trump for the Covid-19 virus. What an absolute asshole. Not…	https://twitter.com/BS23368574/status/1246569499547009031	RT @dubsndoo: Bruce Heyman former US ambassador to Canada is on tv know blaming Trump for the Covid-19 virus. What an absolute asshole. Not…  https://twitter.com/BS23368574/status/1246569499547009031
Apr 04 2020	0	"RT @Yamiche: Capt Crozier, who was applauded by sailors Fri., warned that crew was at risk from virus. 

Trump said: ""I thought it looked t…"	https://twitter.com/LuvPowerRespect/status/1246569495784755203	"RT @Yamiche: Capt Crozier, who was applauded by sailors Fri., warned that crew was at risk from virus. 

Trump said: ""I thought it looked t…  https://twitter.com/LuvPowerRespect/status/1246569495784755203"
Apr 04 2020	1	"RT @PoliticusSarah: Trump voters believing that he was unprepared for the virus doesnt = they will not be voting for him in November

but f…"	https://twitter.com/gymag6/status/1246569494216138759	"RT @PoliticusSarah: Trump voters believing that he was unprepared for the virus doesnt = they will not be voting for him in November

but f…  https://twitter.com/gymag6/status/1246569494216138759"
Apr 04 2020	2	"RT @Yamiche: This cannot be underscored enough. 

There is NO FDA approved treatment for coronavirus.

Yet, Pres Trump is saying he might t…"	https://twitter.com/BearWhoTweetz78/status/1246569493997871104	"RT @Yamiche: This cannot be underscored enough. 

There is NO FDA approved treatment for coronavirus.

Yet, Pres Trump is saying he might t…  https://twitter.com/BearWhoTweetz78/status/1246569493997871104"
Apr 04 2020	2	RT @bendur6: Hollywood is threatening a strike until Trump leaves office, does that mean no commercials,no talk showsno appearances at all?…	https://twitter.com/FoxKat2/status/1246569493830283265	RT @bendur6: Hollywood is threatening a strike until Trump leaves office, does that mean no commercials,no talk showsno appearances at all?…  https://twitter.com/FoxKat2/status/1246569493830283265
Apr 04 2020	2	RT @maxberger: The Covid catastrophe is what happens after a generation of leaders allow the market to determine the value of human life.…	https://twitter.com/feenicks/status/1246569492055908352	RT @maxberger: The Covid catastrophe is what happens after a generation of leaders allow the market to determine the value of human life.…  https://twitter.com/feenicks/status/1246569492055908352
Apr 04 2020	1	RT @BeauTFC: Just a quick reminder that while Trump was babbling during his press conference about reopening, people were choking to death…	https://twitter.com/tlchimes/status/1246569488692150281	RT @BeauTFC: Just a quick reminder that while Trump was babbling during his press conference about reopening, people were choking to death…  https://twitter.com/tlchimes/status/1246569488692150281
Apr 04 2020	1	"RT @ChrisAlbertoLaw: Trump lied about his Feb. 2 order “closing” off travel from China.

Since Feb 2 over 40K people flew direct from China…"	https://twitter.com/JacquelineHine1/status/1246569488599994369	"RT @ChrisAlbertoLaw: Trump lied about his Feb. 2 order “closing” off travel from China.

Since Feb 2 over 40K people flew direct from China…  https://twitter.com/JacquelineHine1/status/1246569488599994369"
Apr 04 2020	2	RT @Yamiche: Can't underscore enough: Pres Trump said he might start taking hydroxychloroquine, the anti-malaria drug he keeps touting as a…	https://twitter.com/armysfcvet/status/1246569486507036673	RT @Yamiche: Can't underscore enough: Pres Trump said he might start taking hydroxychloroquine, the anti-malaria drug he keeps touting as a…  https://twitter.com/armysfcvet/status/1246569486507036673
Apr 04 2020	1	RT @carlottaclarice: Secret Service signs contract this week to rent golf carts in town of Trump club - The Washington Post https://t.co/yV…	https://twitter.com/carlottaclarice/status/1246569485693116416	RT @carlottaclarice: Secret Service signs contract this week to rent golf carts in town of Trump club - The Washington Post https://t.co/yV…  https://twitter.com/carlottaclarice/status/1246569485693116416
Apr 04 2020	1	@Kristin_MD @sydney_sider7 @TheRightMelissa @eugenegu @realDonaldTrump Trump is not a doctor at all and gives medic… https://t.co/3uzrr8RIpX	https://twitter.com/sydsdad77/status/1246569485638778881	@Kristin_MD @sydney_sider7 @TheRightMelissa @eugenegu @realDonaldTrump Trump is not a doctor at all and gives medic… https://t.co/3uzrr8RIpX  https://twitter.com/sydsdad77/status/1246569485638778881
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/p368241/status/1246569483465936896	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/p368241/status/1246569483465936896"
Apr 04 2020	1	"RT @gregpmiller: A thread on our month-long investigation:

1) Trump team got clear warning Jan. 3 of outbreak in Wuhan; within days the vi…"	https://twitter.com/kfo1958/status/1246569482014908418	"RT @gregpmiller: A thread on our month-long investigation:

1) Trump team got clear warning Jan. 3 of outbreak in Wuhan; within days the vi…  https://twitter.com/kfo1958/status/1246569482014908418"
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/GarysBlues/status/1246569481574461445	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/GarysBlues/status/1246569481574461445"
Apr 04 2020	1	"RT @gregpmiller: A thread on our month-long investigation:

1) Trump team got clear warning Jan. 3 of outbreak in Wuhan; within days the vi…"	https://twitter.com/ImAResistor/status/1246569480739794945	"RT @gregpmiller: A thread on our month-long investigation:

1) Trump team got clear warning Jan. 3 of outbreak in Wuhan; within days the vi…  https://twitter.com/ImAResistor/status/1246569480739794945"
Apr 04 2020	1	RT @sfpelosi: Trump wants his rallies back. He wants his coronation convention. He wants to say “sports came back; let’s do politics!” He w…	https://twitter.com/LatinE2011/status/1246569480362192897	RT @sfpelosi: Trump wants his rallies back. He wants his coronation convention. He wants to say “sports came back; let’s do politics!” He w…  https://twitter.com/LatinE2011/status/1246569480362192897
Apr 04 2020	1	"@Marmel NEW VIDEO: 
We Just Revealed What Trump Was Doing While The Deadly Virus Silently Spread Across The US. (WA… https://t.co/jn5mTj88wP"	https://twitter.com/hotchkiss_jon/status/1246569479049379840	"@Marmel NEW VIDEO: 
We Just Revealed What Trump Was Doing While The Deadly Virus Silently Spread Across The US. (WA… https://t.co/jn5mTj88wP  https://twitter.com/hotchkiss_jon/status/1246569479049379840"
Apr 04 2020	0	"RT @seph_lawless: HE IS A JOKE 

Feb 27: Sean Hannity screenshot playing down the virus to Fox News viewers. 

Hannity and Trump will be ou…"	https://twitter.com/observe05821083/status/1246569477359140870	"RT @seph_lawless: HE IS A JOKE 

Feb 27: Sean Hannity screenshot playing down the virus to Fox News viewers. 

Hannity and Trump will be ou…  https://twitter.com/observe05821083/status/1246569477359140870"
Apr 04 2020	1	RT @Kasparov63: Trump denies any responsibility for the safety of Americans. As Lincoln, the first Republican president, would remind Trump…	https://twitter.com/DaisyRo33871707/status/1246569473877913601	RT @Kasparov63: Trump denies any responsibility for the safety of Americans. As Lincoln, the first Republican president, would remind Trump…  https://twitter.com/DaisyRo33871707/status/1246569473877913601
Apr 04 2020	0	RT @balthsgirl: Facts matter. I’m tired of hearing how Trump called the virus a hoax and “did nothing” until March.... So I did research. H…	https://twitter.com/brynn_chance/status/1246569468320505863	RT @balthsgirl: Facts matter. I’m tired of hearing how Trump called the virus a hoax and “did nothing” until March.... So I did research. H…  https://twitter.com/brynn_chance/status/1246569468320505863
Apr 04 2020	2	RT @Yamiche: Can't underscore enough: Pres Trump said he might start taking hydroxychloroquine, the anti-malaria drug he keeps touting as a…	https://twitter.com/tk19869/status/1246569467221544960	RT @Yamiche: Can't underscore enough: Pres Trump said he might start taking hydroxychloroquine, the anti-malaria drug he keeps touting as a…  https://twitter.com/tk19869/status/1246569467221544960
Apr 04 2020	1	RT @BeauTFC: Just a quick reminder that while Trump was babbling during his press conference about reopening, people were choking to death…	https://twitter.com/ansmck2/status/1246569464604299265	RT @BeauTFC: Just a quick reminder that while Trump was babbling during his press conference about reopening, people were choking to death…  https://twitter.com/ansmck2/status/1246569464604299265
Apr 04 2020	2	RT @Yamiche: Can't underscore enough: Pres Trump said he might start taking hydroxychloroquine, the anti-malaria drug he keeps touting as a…	https://twitter.com/jrevans1963/status/1246569460586045440	RT @Yamiche: Can't underscore enough: Pres Trump said he might start taking hydroxychloroquine, the anti-malaria drug he keeps touting as a…  https://twitter.com/jrevans1963/status/1246569460586045440
Apr 04 2020	2	RT @bendur6: Hollywood is threatening a strike until Trump leaves office, does that mean no commercials,no talk showsno appearances at all?…	https://twitter.com/Meeowt/status/1246569458929299456	RT @bendur6: Hollywood is threatening a strike until Trump leaves office, does that mean no commercials,no talk showsno appearances at all?…  https://twitter.com/Meeowt/status/1246569458929299456
Apr 04 2020	2	"RT @Yamiche: Wow

Trump, who says he tested negative for virus twice, says he may start take hydroxychloroquine, anti-malaria drug he think…"	https://twitter.com/TammyHuntley69/status/1246569457922670593	"RT @Yamiche: Wow

Trump, who says he tested negative for virus twice, says he may start take hydroxychloroquine, anti-malaria drug he think…  https://twitter.com/TammyHuntley69/status/1246569457922670593"
Apr 04 2020	1	"RT @SheepDogSociety: What if this was all planned and this virus outbreak was done to us on purpose? 

Dr. Fauci in 2017: Trump will be cha…"	https://twitter.com/100011crusader/status/1246569455804702720	"RT @SheepDogSociety: What if this was all planned and this virus outbreak was done to us on purpose? 

Dr. Fauci in 2017: Trump will be cha…  https://twitter.com/100011crusader/status/1246569455804702720"
Apr 04 2020	1	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/4bluesky1/status/1246569449676779525	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/4bluesky1/status/1246569449676779525"
Apr 04 2020	1	RT @mmasoccerfan: “If you’re old and you’ve got the virus, pop a pill! What do you have to lose?” ~Trump	https://twitter.com/harrison__kc/status/1246569449458728963	RT @mmasoccerfan: “If you’re old and you’ve got the virus, pop a pill! What do you have to lose?” ~Trump  https://twitter.com/harrison__kc/status/1246569449458728963
Apr 04 2020	0	HOW WILL TRUMP MANAGE ANOTHER TAX CODE REFORM SCAM WITH ALL THE MONEY THE CORONA VIRUS HAS COST AMERICA.	https://twitter.com/Castagna4Joseph/status/1246569449345429511	HOW WILL TRUMP MANAGE ANOTHER TAX CODE REFORM SCAM WITH ALL THE MONEY THE CORONA VIRUS HAS COST AMERICA.  https://twitter.com/Castagna4Joseph/status/1246569449345429511
Apr 04 2020	0	#BidenDebateBernie for what purpose? Commie conman Sanders is a spent force. Biden is deathly scared of the virus.… https://t.co/Sop54VS4OT	https://twitter.com/asha_donga/status/1246569448980561927	#BidenDebateBernie for what purpose? Commie conman Sanders is a spent force. Biden is deathly scared of the virus.… https://t.co/Sop54VS4OT  https://twitter.com/asha_donga/status/1246569448980561927
Apr 04 2020	1	"RT @SheepDogSociety: What if this was all planned and this virus outbreak was done to us on purpose? 

Dr. Fauci in 2017: Trump will be cha…"	https://twitter.com/BDockes/status/1246569444303941632	"RT @SheepDogSociety: What if this was all planned and this virus outbreak was done to us on purpose? 

Dr. Fauci in 2017: Trump will be cha…  https://twitter.com/BDockes/status/1246569444303941632"
Apr 04 2020	0	"RT @SaintBakhita: President Trump, ""Next week will probably be the toughest week.""

Is the virus going to hit a majority of Americans next…"	https://twitter.com/SoldierAmerica1/status/1246569444245151744	"RT @SaintBakhita: President Trump, ""Next week will probably be the toughest week.""

Is the virus going to hit a majority of Americans next…  https://twitter.com/SoldierAmerica1/status/1246569444245151744"
Apr 04 2020	1	RT @sfpelosi: Trump wants his rallies back. He wants his coronation convention. He wants to say “sports came back; let’s do politics!” He w…	https://twitter.com/mrsmercurial/status/1246569441577574401	RT @sfpelosi: Trump wants his rallies back. He wants his coronation convention. He wants to say “sports came back; let’s do politics!” He w…  https://twitter.com/mrsmercurial/status/1246569441577574401
Apr 04 2020	0	RT @Debbie56111656: Navy’s firing of Capt. Brett Crozier shows the Trump administration has lost its moral bearings - The Washington Post h…	https://twitter.com/AnneHow16650262/status/1246569652500795393	RT @Debbie56111656: Navy’s firing of Capt. Brett Crozier shows the Trump administration has lost its moral bearings - The Washington Post h…  https://twitter.com/AnneHow16650262/status/1246569652500795393
Apr 04 2020	0	"RT @Yamiche: Capt Crozier, who was applauded by sailors Fri., warned that crew was at risk from virus. 

Trump said: ""I thought it looked t…"	https://twitter.com/DiannaNanez/status/1246569650994827265	"RT @Yamiche: Capt Crozier, who was applauded by sailors Fri., warned that crew was at risk from virus. 

Trump said: ""I thought it looked t…  https://twitter.com/DiannaNanez/status/1246569650994827265"
Apr 04 2020	2	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/s6r7r7/status/1246569648285499392	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/s6r7r7/status/1246569648285499392"
Apr 04 2020	2	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	https://twitter.com/SaeeSayani/status/1246569646645370887	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…  https://twitter.com/SaeeSayani/status/1246569646645370887"
Apr 04 2020	1	RT @richardmarx: Lastly, to all of you MAGA geniuses who actually believe what Fox News is telling you and that this virus is some “leftist…	https://twitter.com/pyledrives/status/1246569645810819075	RT @richardmarx: Lastly, to all of you MAGA geniuses who actually believe what Fox News is telling you and that this virus is some “leftist…  https://twitter.com/pyledrives/status/1246569645810819075
