date	label	text
 2020 Mar 28 03:26:56	2	"RT @petrogustavo: Nos quedamos sin máquinas para hacer las pruebas del virus. El Estado solo tenía una y se dañó.

Catastrófico.

Las entid…"
 2020 Mar 28 03:26:56	2	"RT @IPOT1776: Nice spot @denise4607 

Vases, urns, snuff bottles and vials, oh my!

https://t.co/Al4OXo2tHP"
 2020 Mar 28 03:26:56	2	RT @mjnblack: My friend just got laid off along with 400 other employees by dialing into a pre-recorded Zoom message. Her manager never eve…
 2020 Mar 28 03:26:56	1	RT @LuthorMaximoff: estou presa nesse vídeo da Jessie J, com a versão de “Price Tag” - sobre a quarentena, corona vírus e a importância de…
 2020 Mar 28 03:26:56	2	RT @WalshFreedom: FUCK Trump. 30-40 minutes into this stupid briefing and not one FUCKING word from him about all the Americans who are sic…
 2020 Mar 28 03:26:56	1	"RT @almuariza: Julie, 16 años. La persona más joven que muere en Francia por #coronavirus. No tenía patologías previas. Estaba sana. 
“Nadi…"
 2020 Mar 28 03:26:56	1	TOMA NO CU VÍRUS, ERA P #PDC SER HOJE
 2020 Mar 28 03:26:56	2	"RT @petrogustavo: Nos quedamos sin máquinas para hacer las pruebas del virus. El Estado solo tenía una y se dañó.

Catastrófico.

Las entid…"
 2020 Mar 28 03:26:56	1	RT @CrisAlvaHuili: Tristeza en comentarles que el primer contagiado de la sexta región acaba de fallecer producto del virus.....apoyo para…
 2020 Mar 28 03:26:56	2	"RT @PresidenJakarta: Hentikan CANDAAN dan REMEHKAN pandemi  virus Corona 😔😢😭
أَسْتَغفِرُاللهَ الْعَظيِمْ 🤲🏻😭 https://t.co/1hxszpEGPV"
 2020 Mar 28 03:26:56	2	"RT @AskAnshul: An Infosys employee named Mujeeb Mohammad, who posted on Facebook ""Let's join hands, go out and sneeze with open mouth in pu…"
 2020 Mar 28 03:26:56	2	RT @BelAkinyii: Murugu herbal clinic are silent. They can't contribute anything towards the fight against the virus. They have specialized…
 2020 Mar 28 03:26:56	1	RT @PESCAO_VIVO: Gran lección de vida para las feministas que hace dos semanas pedían aborto legal para matar criaturas inocentes y ahora c…
 2020 Mar 28 03:26:56	1	RT @itsannalu: levem a porra do corona vírus a serio pelo amor de Deus. minha esposa tá indo embora hoje sem previsão de voltar. assim, do…
 2020 Mar 28 03:26:56	2	RT @CNNIndonesia: Tangani Pasien Virus Corona, Sumut Butuh 720 Tenaga Medis https://t.co/RjkV46Z8ov
 2020 Mar 28 03:26:56	2	RT @RealJamesWoods: In all fairness she was five martinis deep when she said it...  https://t.co/IzljiO5mhI
 2020 Mar 28 03:26:56	1	"@Mata_JoseLuis Bueno,salgan a la calle y laman una poceta ""inodoro"" de un baño publico,pueda que que se contagien d… https://t.co/1FiHraPY4B"
 2020 Mar 28 03:26:56	1	Los k no creen en Dios comenzaran a creer. Hay mucha arrogancia,soberbia, y no vemos que esto es divino Dios esta m… https://t.co/zMu6oxMNRD
 2020 Mar 28 03:26:56	1	Segundo o @jdoriajr foi de corona vírus 🦠 https://t.co/NUfF03oJMv
 2020 Mar 28 03:26:55	2	RT @faizaufi: virus boleh mati tapi peradaban takkan pernah mati
 2020 Mar 28 03:26:55	2	@AmitShah dear HM bahut dukh ho raha hai ki lockdown ke baad bhi hazaro majdoor kejriwal aur mainstream media ki sa… https://t.co/023dYbAODZ
 2020 Mar 28 03:26:55	2	RT @WalshFreedom: FUCK Trump. 30-40 minutes into this stupid briefing and not one FUCKING word from him about all the Americans who are sic…
 2020 Mar 28 03:26:55	1	RT @lpbragancabr: Bônus sem ônus? Estados querem autonomia para poder fechar estradas e conter o vírus. Justo. Eles também são responsáveis…
 2020 Mar 28 03:26:55	2	RT @gaiathicy: pessoal acha que dia 31 o virus vai se autodestruir é
 2020 Mar 28 03:26:55	2	RT @baldboyblues: corona virus please stop i am so bored
 2020 Mar 28 03:26:55	1	RT @octyacosta: La concha de su madre quédense en sus casas man, todos queremos seguir con nuestras vidas, pero piensen en las personas que…
 2020 Mar 28 03:26:55	2	RT @wahyoogroup: Twitter Please Do Your Miracle! Kalo ada yg tau ato kenal orang yg kekurangan makanan akibat virus Covid-19 ini boleh DM k…
 2020 Mar 28 03:26:55	1	@Jukan07907205 @santcxio @BolsonaroSP Noossaaa! O vírus atacou tua cabeça, foi?
 2020 Mar 28 03:26:55	1	RT @PedroMarinoni: Se dice luego q el negocio no es curar enfermos SINO ENFERMAR A LOS SANOS @MaritoAbdo @MazzoleniJulio. Con esta medida c…
 2020 Mar 28 03:26:55	2	RT @digital_objects: In order not to affect the  economy, one 1)  hided news of virus; 2)  pretended that nothing happened; 3) made up fake…
 2020 Mar 28 03:26:55	1	"RT @rebeu__attitude: Le virus de la faim. Ne ce montre jamais à la télé parceque la faim ne touche pas les riches 😥😥
Qu'Allah les facilite…"
 2020 Mar 28 03:26:55	2	RT @WalshFreedom: FUCK Trump. 30-40 minutes into this stupid briefing and not one FUCKING word from him about all the Americans who are sic…
 2020 Mar 28 03:26:55	2	RT @OMGno2trump: Trump is going to sign a $2 Trillion economic stimulus bill this afternoon &amp; take credit for doing great things for the ec…
 2020 Mar 28 03:26:55	1	i haven't tweeted about this in a couple of days but the total number of worldwide coronavirus cases is still incre… https://t.co/L1mErouNSn
 2020 Mar 28 03:26:55	0	Coronavirus, 'Non sono un virus'. E Firenze abbraccia il ragazzo cinese bendato / VIDEO https://t.co/ZQFp90dG5T via @nazione_firenze
 2020 Mar 28 03:26:55	2	RT @abdulla_shahid: The first Maldivian testing positive for #COVID19 shows that the situation remains risky &amp; fluid. At the same time, it…
 2020 Mar 28 03:26:55	2	RT @passion_Abrat: This virus will not touch my household in the name of Jesus ❤️❤️❤️
 2020 Mar 28 03:26:55	2	RT @mcfernandes: Há empresários dando gás à campanha bolsonarista para abreviar o confinamento. Mas há indústrias que consertam respiradore…
 2020 Mar 28 03:26:55	2	RT @trish_regan: We’ve reached a tipping point. The chorus of hate being leveled at #PresidentTrump is nearing a crescendo as #Dems blame h…
 2020 Mar 28 03:26:55	2	RT @GovBlago: The average person I’ve talked to on the streets say “something seems really fishy about this virus just mysteriously popping…
 2020 Mar 28 03:26:55	1	"@AmaSuaBolivia Nel pastel
Alguien le puede pasar a esta pobre alma en desgracia el datito de la diferencia entre vi… https://t.co/C54h9DRoYd"
 2020 Mar 28 03:26:55	2	"RT @petrogustavo: Nos quedamos sin máquinas para hacer las pruebas del virus. El Estado solo tenía una y se dañó.

Catastrófico.

Las entid…"
 2020 Mar 28 03:26:54	2	RT @AliyaSalahuddin: A terribly sad day in Italy. Today's death toll: over 900. In over a month of fighting this virus, 51 doctors have die…
 2020 Mar 28 03:26:54	1	"RT @HelemAzevedo: Eu nunca pensei na minha vida ver tanta gente torcendo pelo vírus só por birra que o candidato deles não ganhou.

Que gen…"
 2020 Mar 28 03:26:54	2	"RT @Rayan_sahaheree: https://t.co/QxmGkEprsj 

Interactive map showing the spread of Corona virus around the world
خريطة تفاعلية توضح انتشا…"
 2020 Mar 28 03:26:54	2	"RT @Nalayaki1: World Health Organisation Helping to fight Corona Virus #CoronaUpdate
#CoronaLockdown https://t.co/Hng4G1mrhz"
 2020 Mar 28 03:26:54	0	@GodzillaWonkru I would think so, just make sure to use a slower shipping method to ensure that the virus isn’t ali… https://t.co/h3f7ySdrBR
 2020 Mar 28 03:26:54	2	RT @taladorei: with everyone on lockdown, the lime scooters are finally returning to the river. nature is healing, we are the virus. https:…
 2020 Mar 28 03:26:54	1	RT @andrefran: Carreta pra acabar com a quarentena. Patrão em carro de luxo querendo que o empregado se exponha ao vírus no buzão e depois…
 2020 Mar 28 03:26:54	1	RT @disclosurebol: #VERGUENZA REGIMEN D #GolpeDeEstadoEnBolivia D @JeanineAnez INSISTE EN OCULTAR INFORMACION EN REFERENCIA A LA PROPAGACIO…
 2020 Mar 28 03:26:54	0	@JaiSayWhat @lumar33 I'm not believing that number either, trump could have been a hero, but he ignored the virus.
 2020 Mar 28 03:26:54	0	"Dunyaya Elma Yemeyle Dustuk 
Virus Yemeyle Cikacagiz Herhal"
 2020 Mar 28 03:26:54	2	"RT @CaliConserv1: The latest media psyop is that ""the virus is spreading out of control""

but the reality is the death rate has been extrem…"
 2020 Mar 28 03:26:54	2	"RT @waltshaub: ""You can call it a germ. You can call it a flu. You can call it a virus. You can call it many different names. I'm not sure…"
 2020 Mar 28 03:26:54	1	"RT @TuAmigoFeo: @AldoDuqueSantos @IrisRECHAZO La reina solamente tiene un virus 
La corona ya la tenía de antes"
 2020 Mar 28 03:26:54	2	RT @normanswan: Eradication won’t happen. The goal is to get to such small numbers so that with an extended testing regimen along with stri…
 2020 Mar 28 03:26:54	2	"RT @TheSkandar: Corona Virus put whole world on knees except China.

Read the First paragraph in the article where it's clearly written tha…"
 2020 Mar 28 03:26:54	2	"RT @MAGAGwen: End of Jan, @realDonaldTrump closed all flights coming from China to slow the #COVID19 spread in the US.

Feb 2nd, NYC Health…"
 2020 Mar 28 03:26:54	2	"RT @WhiteHouse: ""My Administration is actively planning the next phase in an all-out war against this horrible virus."" https://t.co/pqejbUi…"
 2020 Mar 28 03:26:54	1	RT @_mileneaguiar: queria ser corona vírus mas corona vírus não posso ser pq corona vírus tá pegando todo mundo e eu só quero pegar vc
 2020 Mar 28 03:26:54	2	RT @chuckwoolery: China sends defective corona virus tests to Italy. A double slap in the face.
 2020 Mar 28 03:26:54	2	RT @rburdine1: Teaching in the era of COVID-19 - I've had two students ask for extensions due to deaths in their family from the virus.  An…
 2020 Mar 28 03:26:54	2	RT @gabriel_chalita: A emocionante benção do Papa Francisco na solidão da vazia praça de São Pedro... suas palavras são para Roma e para o…
date	label	text
 2020 Mar 28 03:27:06	1	The industries who damage our environment are taking advantage of the Corona virus by trying to slip through new ru… https://t.co/Nr8J2W26OS
 2020 Mar 28 03:27:06	2	"RT @DreamTeam__3: ⚠️⚠️⚠️ PSA ⚠️⚠️⚠️ 
ATTENTION ALL HIGH SCHOOLERS, I HAVE CAME UP WITH THE IDEA TO THROW A PROM LIKE PARTY FOR ALL SURROUND…"
 2020 Mar 28 03:27:06	0	RT @Iamthedido: Mhd en prison quand il a été testé positif au corona virus https://t.co/YzSidHFzk9
 2020 Mar 28 03:27:06	2	"RT @scenyor: Can we uninstall 2020 
and install it again?

This version has a virus."
 2020 Mar 28 03:27:06	1	forget the corona virus I'm bouta die of boredom.
 2020 Mar 28 03:27:06	2	"RT @WhiteHouse: ""My Administration is actively planning the next phase in an all-out war against this horrible virus."" https://t.co/pqejbUi…"
 2020 Mar 28 03:27:05	1	@RegShowOOC Virus Joke
 2020 Mar 28 03:27:05	2	RT @itsJeffTiedrich: IT'S NOT A GERM. IT'S NOT A FLU. WE KNOW IT'S A VIRUS. PLEASE DO NOT TAKE MEDICAL ADVICE FROM THE GIBBERING IMBECILE W…
 2020 Mar 28 03:27:05	2	RT @sinach: We declare the virus dead in the Name of Jesus!!
 2020 Mar 28 03:27:05	0	"RT @TheSkandar: #ChineseVirus19

The Corona Virus travelled entire world from #Wuhan but it did not reached Beijing and Shanghai.

Can anyb…"
 2020 Mar 28 03:27:05	2	"RT @kmc1213: This is fascinating. #science @washingtonpost

“There’s a 15 % chance [people with the virus] test negative... The pretest pro…"
 2020 Mar 28 03:27:05	2	RT @sydgotfans: God is bigger than this virus. Have Faith people ...
 2020 Mar 28 03:27:05	2	RT @JOrticz: @ghmves @epatriau No se han dado cuenta que no se puede volver al mismo estilo de vida. Es un virus, sin precedente, en cualqu…
 2020 Mar 28 03:27:05	1	Releasing some prisoners due to fear of virus spread? Then release all the prisoners. Let them all go home. Convert… https://t.co/RLvdfGMtMG
 2020 Mar 28 03:27:05	0	@Attock34 @HamidMirPAK Hamid meer ko pta hona chahye k corona ki medicine ni wo bhag ke bakio ko infect krna chah r… https://t.co/dwou49A2Tk
 2020 Mar 28 03:27:05	2	RT @OhhhThatsLaLa: i want the US to shut down completely for 2 weeks, like how other countries did . this virus is so outta control &amp; our g…
 2020 Mar 28 03:27:05	2	Comecei a assistir a temp 16 de greys online, o vírus vem
 2020 Mar 28 03:27:05	2	RT @choi_bts2: RJ is on the clinical thermometer 🌡 for the virus checking - from a TV news show.  @BTS_twt
 2020 Mar 28 03:27:05	2	RT @FabBallarini: Este virus de mierda nos hizo mejores humanos https://t.co/MHAdjtD1Hk
 2020 Mar 28 03:27:05	1	@nachosarah Nobody will be exposed to the virus more then trump supporters and religious loonies...so we have that going for us.
 2020 Mar 28 03:27:05	2	RT @PedroMarinoni: Ayer nomas Mazzololi decía q el VIRUS estaba ya en el ambiente y ahora por arte de magia desapareció guau @MaritoAbdo. C…
 2020 Mar 28 03:27:05	0	RT @UrbanPeri: @grahamlaurie1 Wait until the virus really starts to hit. It's gonna be a sobering time for many. Time will tell how well th…
 2020 Mar 28 03:27:05	2	RT @MichaelCoudrey: The French physician &amp; microbiologist who conducted the original study showcasing the effectiveness of hydroxychloroqui…
 2020 Mar 28 03:27:05	2	"RT @VisionZeroCA: Can the virus kill beg buttons ❓

🤔🤔🤔🤔🤔🤔🤔🤔 https://t.co/NmrWWePROI"
 2020 Mar 28 03:27:05	1	"""Luhan's Virus"" 😭😭😭😭 https://t.co/SPmipcZzfE"
 2020 Mar 28 03:27:05	0	RT @Cargomju13: Los Cuicos traen el virus, los Cuicos no respetan la cuarentena, los Cuicos esparsen el virus, ahora los tienen aislados y…
 2020 Mar 28 03:27:05	0	@martina1420 Tal cual... No es una buena estrategia. Me temo que el daño de la cuarentena sea peor que el virus...
 2020 Mar 28 03:27:05	2	RT @ttevicentejara: Lo que entendí es que hablaron con el virus y le dijeron que por favor se quede en su casa de 5 a 19 porque tenemos que…
 2020 Mar 28 03:27:05	2	RT @vanessawbyers: I don’t think people in Miami are going to take this virus seriously until more people die. It’s amazingly sad how they…
 2020 Mar 28 03:27:05	2	@Adely5V @EdgarRD_LR @osvaldo0128 @Maninmejia @Butterfly7118 @ZaratrustaF @comicdominicano @LeoCedan @apoli77… https://t.co/1hVjTEqdmf
 2020 Mar 28 03:27:05	2	RT @gaiathicy: pessoal acha que dia 31 o virus vai se autodestruir é
 2020 Mar 28 03:27:05	1	"RT @kyrawins: its not ""chinese virus"" and here are a bunch of reasons why 🤒 https://t.co/1gmGW4xxaj"
 2020 Mar 28 03:27:05	2	@lukedepulford Don't underestimate 🦠the lethality of the virus, don't trust any Chinese data, wear a mask to protec… https://t.co/N5p7zidnjC
 2020 Mar 28 03:27:05	2	RT @anamalvadona: que Deus proteja minha mãe, que mesmo com esse vírus tá indo trabalhar. 💖
 2020 Mar 28 03:27:05	1	RT @mjnblack: My friend just got laid off along with 400 other employees by dialing into a pre-recorded Zoom message. Her manager never eve…
 2020 Mar 28 03:27:05	2	rumah ku tempat termaha untuk berlindung dari serangan virus corona #LawanCorona #IndonesiaMaju https://t.co/e53kF9ga1z
 2020 Mar 28 03:27:04	2	"RT @iwantmynbn: @LyleShelton The virus is exposing how much the 1% don't value human lives

Rupert Murdoch may be ultra rich, but he doesn'…"
 2020 Mar 28 03:27:04	2	RT @chrislhayes: We are quite literally doing a worse job of containing the virus than any other country on earth.
 2020 Mar 28 03:27:04	2	RT @Juanes_oz: @INSColombia @INSColombia por favor, para ser responsables deben anunciar por todos los medios, noticieros, emisoras, etc. Q…
 2020 Mar 28 03:27:04	2	"RT @WhiteHouse: ""My Administration is actively planning the next phase in an all-out war against this horrible virus."" https://t.co/pqejbUi…"
 2020 Mar 28 03:27:04	0	"RT @JulianaVieeirap: GENTE PELO AMOR DE DEUS, NÃO É BRINCADEIRA FICAM DENTRO DE CASA 😭
MINHA FILHA DE 1 ANO ESTA EM ISOLAMENTO COM SUSPEITA…"
 2020 Mar 28 03:27:04	2	lit mi papá probablemente tiene el virus (de hecho, por eso mismo llegó a la casa hoy) e igual es cuático como camb… https://t.co/kfw2Uzpbu8
 2020 Mar 28 03:27:04	2	"RT @TrumpWarRoom: Media Deliberately Distort Trump’s Wuhan Virus Advice To Governors About Ventilator Purchases https://t.co/PgxuiKwEbX

Ne…"
 2020 Mar 28 03:27:04	2	"RT @WhiteHouse: ""My Administration is actively planning the next phase in an all-out war against this horrible virus."" https://t.co/pqejbUi…"
 2020 Mar 28 03:27:04	2	RT @cmclymer: We need to have the backs of our siblings with especially vulnerable disabilities in this crisis. These monsters want to hand…
 2020 Mar 28 03:27:04	2	RT @VincentTanga: With the pandemic happening, the manatees have finally returned to the UH fountain. nature is healing, we are the virus h…
 2020 Mar 28 03:27:04	0	"RT @DavidJHarrisJr: I needed a good laugh.
https://t.co/Wnp5risWHr"
 2020 Mar 28 03:27:04	2	RT @devonpalmers: Knock it off corona virus. I’m Serious
 2020 Mar 28 03:27:04	1	RT @FabBallarini: Este virus de mierda nos hizo mejores humanos https://t.co/MHAdjtD1Hk
 2020 Mar 28 03:27:04	1	RT @56TamilHindu: @ndtv I request everyone to call the above number and ask which is dangerous to the country #corona virus or #NDTVirus ?
 2020 Mar 28 03:27:04	2	RT @dare_darou: What You May Have Missed Because Of Corona virus News https://t.co/vvyPBQKCF3
 2020 Mar 28 03:27:04	0	RT @RTELateLateShow: A beautiful version of The Parting Glass from @Hozier with a dedication to all the people who have lost their lives to…
 2020 Mar 28 03:27:04	2	RT @JordanBranigan: China invented corona virus to stop the drug feud in Drogheda.
 2020 Mar 28 03:27:04	1	"RT @DrAmirKhanGP: Dear @BorisJohnson and @MattHancock I hope you make full recoveries 

I also hope this makes you realise how contagious t…"
 2020 Mar 28 03:27:04	1	@TimRunsHisMouth But what if i have ebola, sars and wuhan virus at the same time?
 2020 Mar 28 03:27:04	2	RT @podoradong: Info corona : berikut data sebaran virus corona di kabupaten malang https://t.co/K31dUprszC
 2020 Mar 28 03:27:04	1	RT @juliangt2011: Los doctores en México sin equipo adecuado para enfrentar al CORONAVIRUS arriesgando sus vidas por salvar la de miles de…
 2020 Mar 28 03:27:04	0	@realDonaldTrump The Trump Virus is Ripping
 2020 Mar 28 03:27:04	2	RT @juicemanjr1: If the corona virus is completely gone by April 8th I will give 1 person my entire inventory, in order to enter you must l…
 2020 Mar 28 03:27:04	2	RT @gaiathicy: pessoal acha que dia 31 o virus vai se autodestruir é
 2020 Mar 28 03:27:04	2	"RT @iloveyouIPOH: Tahukah kome. mohon sebarkan info ini sebelum virus disebarkan di merata tempat. 

Perhatian buat warga lumut dan teluk i…"
 2020 Mar 28 03:27:04	2	RT @realDonaldTrump: We are marshalling the full power of government and society to achieve victory over the virus. Together, we will endur…
 2020 Mar 28 03:27:04	2	This girl said “if you’re deemed essential, be grateful for your paycheck”, like yes but no because I haven’t been… https://t.co/5niOyMjYE6
 2020 Mar 28 03:27:04	1	RT @cmclymer: We need to have the backs of our siblings with especially vulnerable disabilities in this crisis. These monsters want to hand…
 2020 Mar 28 03:27:04	1	@GovWhitmer So you have time to play with voting rules but save lives of people who’ve caught the Wuhan Virus
 2020 Mar 28 03:27:04	2	"RT @Basit4pk: @DrMuradPTI Assalam o alikum sir.
Number of patients suffered from corona Virus is about 200 yet. But due to regularization f…"
 2020 Mar 28 03:27:04	1	RT @RealJamesWoods: In all fairness she was five martinis deep when she said it...  https://t.co/IzljiO5mhI
 2020 Mar 28 03:27:04	2	o corona virus eu queria ser mas o corona virus não posso ser, pq o corona virus pega todo mundo e eu so quero pegar vc
 2020 Mar 28 03:27:04	1	RT @zehdeabreu: Bozo dividiu o país em dois: os que querem viver pois sabem que podem morrer e os que vão morrer achando que o vírus não ma…
 2020 Mar 28 03:27:03	2	@Ch_JesusChrist This a realy sad new because this young men are Serving with love to teach the gospel. We Will pray… https://t.co/gypwA3EVuG
 2020 Mar 28 03:27:03	2	"RT @scenyor: Can we uninstall 2020 
and install it again?

This version has a virus."
 2020 Mar 28 03:27:03	2	"RT @servimatoficial: El punto es que los virus se expanden en función de los patrones de movilidad que existen entre los países.
USA no se…"
 2020 Mar 28 03:27:03	2	"RT @ddale8: Trump says you can call this a flu, or a germ, or a virus, and actually nobody even knows what it is.

It is a coronavirus. A k…"
 2020 Mar 28 03:27:03	2	RT @TDucklo: Powerful close to tonight's #COVID19 @CNN town hall from @JoeBiden, who sends an incredibly moving message (and nearly his pho…
 2020 Mar 28 03:27:03	2	RT @FabBallarini: Este virus de mierda nos hizo mejores humanos https://t.co/MHAdjtD1Hk
 2020 Mar 28 03:27:03	0	"RT @WhiteHouse: ""My Administration is actively planning the next phase in an all-out war against this horrible virus."" https://t.co/pqejbUi…"
 2020 Mar 28 03:27:03	1	"RT @simply_mixed_up: Listen Guys, 
When Corona Virus ends, Please buy things from local Shopkeepers, you know why, bcs in this time of emer…"
 2020 Mar 28 03:27:03	2	GENTE COMO ASSIM A RAINHA ELIZABETH TA COM COrona VIRUS
 2020 Mar 28 03:27:03	2	"RT @margianta: ""Yg kaya lindungi yg miskin agar bisa hidup wajar, yg miskin lindungi yg kaya agar tdk tularkan penyakitnya.""

Nasib orang m…"
 2020 Mar 28 03:27:03	1	@g1 se o indivíduo estiver com alguma doença crônica, ou imunidade baixa, este é o momento perfeito pro vírus ataca… https://t.co/dyWf39NrcK
 2020 Mar 28 03:27:03	2	Piala Jerman resmi menunda seluruh pertandingan babak semifinal akibat pandemi virus corona atau Covid-19 https://t.co/Dd4AP6otaJ
 2020 Mar 28 03:27:03	1	"RT @tvlofficiel: 🇮🇹Matteo #Salvini furieux contre l’Union européenne: « Ce n’est pas une ""Union"", c’est un repaire de serpents et de chacal…"
 2020 Mar 28 03:27:03	2	Does tequila kill the virus or am I taking shots for no reason????
 2020 Mar 28 03:27:03	1	RT @FabBallarini: Este virus de mierda nos hizo mejores humanos https://t.co/MHAdjtD1Hk
 2020 Mar 28 03:27:03	2	@TattyCanPo Si ella espera que le contesten, tendrá que esperar al próximo virus Tatty... Así como fue a cerrar el… https://t.co/pIypk9ZAlG
 2020 Mar 28 03:27:03	2	RT @chrislhayes: We are quite literally doing a worse job of containing the virus than any other country on earth.
 2020 Mar 28 03:27:03	2	RT @oxfara: Apa sih bedanya tes masal COVID-19 (Rapid test) ini dengan pemeriksaan PCR yg sebelumnya digunakan? Bedanya ada pada yg didetek…
 2020 Mar 28 03:27:03	2	RT @SteveKopack: Cars in Rhode Island with NY license plates are being stopped by police to enforce virus quarantines. Tomorrow, the Nation…
